WKT,name,description
"POLYGON ((106.8516511 -6.2349415, 106.8524343 -6.2354961, 106.8526059 -6.2358694, 106.8526703 -6.2365733, 106.8522733 -6.2378425, 106.8521768 -6.2383224, 106.8519622 -6.238909, 106.8517369 -6.2398795, 106.8520695 -6.2406474, 106.8524986 -6.241586, 106.8527239 -6.2421086, 106.8539899 -6.2420446, 106.8533033 -6.241298, 106.8530673 -6.2408821, 106.85296 -6.2403062, 106.8529922 -6.2393036, 106.853196 -6.238589, 106.8536419 -6.236682, 106.8531912 -6.2347196, 106.8530665 -6.2347542, 106.8529096 -6.2348102, 106.8528426 -6.2347622, 106.8524388 -6.2331938, 106.8512801 -6.2334338, 106.8506685 -6.2335191, 106.850749 -6.2342443, 106.8509689 -6.2345643, 106.8516511 -6.2349415))",Tebet Eco Park,
