WKT,name,description
"POLYGON ((106.8834746 -6.2990667, 106.8837321 -6.2997919, 106.8837321 -6.3011996, 106.8842042 -6.3029058, 106.885792 -6.3037163, 106.8869937 -6.3049959, 106.8923152 -6.3061903, 106.895448 -6.3069154, 106.8987525 -6.3084937, 106.9009841 -6.3104132, 106.9033015 -6.3114369, 106.9043744 -6.3111383, 106.9043744 -6.3105412, 106.9043315 -6.309944, 106.9047606 -6.3096027, 106.9053185 -6.308707, 106.9048035 -6.3083657, 106.9050181 -6.3076832, 106.9053614 -6.3062756, 106.9060481 -6.3045267, 106.9061768 -6.2996639, 106.8834746 -6.2990667))",Taman Mini Indonesia,
