WKT,name,description
"POLYGON ((106.825297 -6.1715349, 106.823516 -6.1715135, 106.8232156 -6.1718975, 106.8230225 -6.1792148, 106.823044 -6.1800041, 106.8233229 -6.1801961, 106.8238164 -6.1802815, 106.8257262 -6.1803668, 106.8270351 -6.1802601, 106.8302752 -6.1800681, 106.8310262 -6.1801108, 106.8310262 -6.1797268, 106.8310262 -6.1794495, 106.83064 -6.1792361, 106.8303396 -6.1788735, 106.8304039 -6.1784895, 106.8305971 -6.1784042, 106.8299533 -6.1777642, 106.8298031 -6.1772095, 106.8299748 -6.1744362, 106.829846 -6.1736469, 106.8298031 -6.1733482, 106.8290736 -6.1730495, 106.8290736 -6.1724309, 106.8291809 -6.1719402, 106.8291594 -6.1715135, 106.8286873 -6.1713642, 106.825297 -6.1715349))",Taman Monas,anjay
