WKT,name,description
"POLYGON ((106.8060994 -6.212804, 106.8053269 -6.2129746, 106.8051123 -6.212932, 106.8027305 -6.2135932, 106.802516 -6.2135719, 106.7988682 -6.2145318, 106.7983103 -6.2147025, 106.7983532 -6.2150224, 106.7982674 -6.2152571, 106.7982459 -6.2156197, 106.7983317 -6.215961, 106.7983746 -6.2163023, 106.7983746 -6.2172196, 106.7983961 -6.2185635, 106.7983103 -6.2193101, 106.7982674 -6.2198647, 106.7983103 -6.2204833, 106.7984176 -6.2207179, 106.8026876 -6.2224458, 106.8031168 -6.2225951, 106.8035019 -6.2232115, 106.8046607 -6.2224009, 106.8047894 -6.2226995, 106.8038882 -6.2234675, 106.8048323 -6.2247473, 106.8088664 -6.2221023, 106.8084372 -6.2213343, 106.8083085 -6.2198411, 106.8083085 -6.2157455, 106.8068064 -6.2157882, 106.8062056 -6.2154895, 106.8061627 -6.2143803, 106.8063773 -6.2139963, 106.8063773 -6.213399, 106.8060994 -6.212804))",Gelora Bung Karno,
