WKT,name,description
"POLYGON ((106.7237746 -6.0893127, 106.7045485 -6.0981886, 106.6839491 -6.0961403, 106.6887557 -6.1091127, 106.697682 -6.1152574, 106.6866957 -6.1282292, 106.6915022 -6.13847, 106.6839491 -6.1466624, 106.6908156 -6.1630469, 106.688069 -6.171239, 106.7162215 -6.1876227, 106.7251479 -6.1958144, 106.7224013 -6.2087843, 106.7162215 -6.2169756, 106.7175948 -6.2244842, 106.7375075 -6.2238017, 106.7457472 -6.2319928, 106.7478072 -6.2442792, 106.7498671 -6.2538351, 106.7560469 -6.2613432, 106.7498671 -6.2729464, 106.7601668 -6.2797717, 106.7670332 -6.290692, 106.7745863 -6.3036596, 106.7773329 -6.3186742, 106.8047987 -6.3138969, 106.808232 -6.3207216, 106.8034255 -6.3282288, 106.7986189 -6.3446076, 106.7903792 -6.3500671, 106.7924391 -6.3637156, 106.8096053 -6.3671276, 106.8150984 -6.3568914, 106.8260848 -6.3562089, 106.8363844 -6.3534792, 106.839131 -6.3439252, 106.8487441 -6.3357358, 106.8549239 -6.34529, 106.8556105 -6.3527968, 106.8652235 -6.3568914, 106.8686568 -6.3514319, 106.8755232 -6.3562089, 106.8810164 -6.3671276, 106.8906294 -6.3698573, 106.9016158 -6.36781, 106.9057356 -6.3609859, 106.9139754 -6.3657628, 106.9208418 -6.3323235, 106.9174086 -6.3220866, 106.9235884 -6.3138969, 106.9208418 -6.3009296, 106.9126021 -6.2941046, 106.9091689 -6.2872795, 106.9091689 -6.2756766, 106.9036757 -6.2681687, 106.9057356 -6.2592956, 106.9126021 -6.25247, 106.9174086 -6.258613, 106.9215285 -6.2511049, 106.9428145 -6.25247, 106.9448744 -6.2422315, 106.9469344 -6.226532, 106.9531142 -6.216293, 106.9627272 -6.2121973, 106.9682204 -6.1978623, 106.9682204 -6.1910359, 106.9716536 -6.1848921, 106.9695937 -6.0954576, 106.9654738 -6.0729259, 106.8734633 -6.0695119, 106.7237746 -6.0893127))",DKI Jakarta,
